Transaction_ID,Customer_ID,Date,Product,Quantity
67,1022,2025-11-01,Biscuits,3
67,1022,2025-11-01,Butter,2
67,1022,2025-11-01,Soap,1
67,1022,2025-11-01,Soft Drinks,3
67,1022,2025-11-01,Sugar,3
67,1022,2025-11-01,Toothpaste,2
68,2614,2025-11-07,Biscuits,2
68,2614,2025-11-07,Conditioner,4
68,2614,2025-11-07,Juice,2
68,2614,2025-11-07,Milk,1
68,2614,2025-11-07,Salt,4
68,2614,2025-11-07,Sugar,1
68,2614,2025-11-07,Tea,4
68,2614,2025-11-07,Wheat Flour,1
68,2614,2025-11-07,Yogurt,1
69,1130,2025-09-21,Conditioner,2
69,1130,2025-09-21,Wheat Flour,1
69,1130,2025-09-21,Yogurt,4
70,1501,2025-09-06,Bread,4
70,1501,2025-09-06,Conditioner,4
70,1501,2025-09-06,Eggs,4
70,1501,2025-09-06,Milk,1
70,1501,2025-09-06,Salt,1
70,1501,2025-09-06,Tea,2
70,1501,2025-09-06,Toothpaste,4
71,703,2025-09-26,Butter,3
71,703,2025-09-26,Cheese,2
72,2450,2025-11-08,Salt,2
72,2450,2025-11-08,Sugar,1
73,2778,2025-08-31,Butter,4
73,2778,2025-08-31,Cheese,1
73,2778,2025-08-31,Conditioner,4
73,2778,2025-08-31,Juice,1
73,2778,2025-08-31,Milk,4
73,2778,2025-08-31,Shampoo,1
73,2778,2025-08-31,Sugar,4
74,1580,2025-08-23,Butter,3
74,1580,2025-08-23,Conditioner,1
74,1580,2025-08-23,Eggs,2
74,1580,2025-08-23,Juice,3
74,1580,2025-08-23,Rice,4
74,1580,2025-08-23,Salt,2
74,1580,2025-08-23,Shampoo,1
75,162,2025-10-07,Bread,3
75,162,2025-10-07,Eggs,1
75,162,2025-10-07,Juice,4
75,162,2025-10-07,Rice,1
75,162,2025-10-07,Soap,4
75,162,2025-10-07,Sugar,4
76,202,2025-09-10,Cheese,3
76,202,2025-09-10,Chips,4
76,202,2025-09-10,Conditioner,4
76,202,2025-09-10,Eggs,1
76,202,2025-09-10,Juice,4
76,202,2025-09-10,Soft Drinks,2
76,202,2025-09-10,Tea,2
76,202,2025-09-10,Wheat Flour,1
77,1982,2025-11-14,Cheese,4
77,1982,2025-11-14,Coffee,2
78,996,2025-09-16,Wheat Flour,3
79,2318,2025-10-29,Biscuits,3
79,2318,2025-10-29,Butter,2
79,2318,2025-10-29,Cheese,3
79,2318,2025-10-29,Chips,3
79,2318,2025-10-29,Conditioner,2
79,2318,2025-10-29,Soap,1
79,2318,2025-10-29,Soft Drinks,1
79,2318,2025-10-29,Tea,2
80,816,2025-09-13,Biscuits,2
80,816,2025-09-13,Conditioner,1
80,816,2025-09-13,Salt,1
80,816,2025-09-13,Shampoo,3
80,816,2025-09-13,Tea,3
80,816,2025-09-13,Yogurt,3
81,456,2025-11-05,Cheese,1
81,456,2025-11-05,Coffee,1
81,456,2025-11-05,Salt,4
81,456,2025-11-05,Toothpaste,2
82,1276,2025-10-14,Chips,2
82,1276,2025-10-14,Rice,2
82,1276,2025-10-14,Soft Drinks,2
82,1276,2025-10-14,Tea,3
82,1276,2025-10-14,Wheat Flour,3
83,1017,2025-08-19,Coffee,1
84,2344,2025-09-15,Biscuits,3
84,2344,2025-09-15,Coffee,2
84,2344,2025-09-15,Salt,2
84,2344,2025-09-15,Tea,2
84,2344,2025-09-15,Toothpaste,3
84,2344,2025-09-15,Wheat Flour,2
85,2768,2025-10-19,Butter,2
85,2768,2025-10-19,Chips,4
85,2768,2025-10-19,Coffee,2
85,2768,2025-10-19,Conditioner,2
85,2768,2025-10-19,Salt,4
85,2768,2025-10-19,Soft Drinks,1
86,338,2025-10-04,Biscuits,4
87,879,2025-11-04,Bread,4
87,879,2025-11-04,Butter,3
87,879,2025-11-04,Cheese,1
87,879,2025-11-04,Toothpaste,4
87,879,2025-11-04,Yogurt,2
88,1077,2025-10-16,Biscuits,3
88,1077,2025-10-16,Bread,2
88,1077,2025-10-16,Butter,3
88,1077,2025-10-16,Coffee,2
88,1077,2025-10-16,Conditioner,2
88,1077,2025-10-16,Rice,4
88,1077,2025-10-16,Tea,2
88,1077,2025-10-16,Toothpaste,4
89,792,2025-09-18,Butter,3
89,792,2025-09-18,Conditioner,1
89,792,2025-09-18,Juice,2
89,792,2025-09-18,Shampoo,1
89,792,2025-09-18,Toothpaste,4
90,2265,2025-10-27,Soap,3
91,764,2025-10-06,Bread,2
91,764,2025-10-06,Chips,4
91,764,2025-10-06,Juice,2
91,764,2025-10-06,Tea,1
92,2236,2025-08-23,Bread,4
92,2236,2025-08-23,Chips,2
92,2236,2025-08-23,Coffee,3
92,2236,2025-08-23,Conditioner,1
92,2236,2025-08-23,Eggs,1
92,2236,2025-08-23,Rice,4
92,2236,2025-08-23,Shampoo,3
93,380,2025-09-18,Biscuits,3
93,380,2025-09-18,Bread,4
93,380,2025-09-18,Butter,4
93,380,2025-09-18,Chips,2
93,380,2025-09-18,Eggs,4
93,380,2025-09-18,Soft Drinks,4
94,493,2025-09-24,Biscuits,3
94,493,2025-09-24,Conditioner,3
94,493,2025-09-24,Milk,1
94,493,2025-09-24,Sugar,1
94,493,2025-09-24,Wheat Flour,3
95,1181,2025-11-05,Biscuits,1
95,1181,2025-11-05,Cheese,3
95,1181,2025-11-05,Milk,3
95,1181,2025-11-05,Rice,4
95,1181,2025-11-05,Salt,3
95,1181,2025-11-05,Sugar,3
96,2063,2025-09-02,Cheese,2
96,2063,2025-09-02,Conditioner,4
96,2063,2025-09-02,Rice,4
96,2063,2025-09-02,Shampoo,3
96,2063,2025-09-02,Soft Drinks,2
96,2063,2025-09-02,Yogurt,4
97,65,2025-10-09,Biscuits,3
97,65,2025-10-09,Butter,1
97,65,2025-10-09,Coffee,1
97,65,2025-10-09,Juice,3
97,65,2025-10-09,Salt,4
97,65,2025-10-09,Shampoo,4
97,65,2025-10-09,Toothpaste,2
98,2569,2025-10-26,Biscuits,1
98,2569,2025-10-26,Butter,1
98,2569,2025-10-26,Eggs,2
98,2569,2025-10-26,Juice,1
98,2569,2025-10-26,Salt,3
98,2569,2025-10-26,Tea,3
98,2569,2025-10-26,Wheat Flour,4
99,1368,2025-08-29,Cheese,1
99,1368,2025-08-29,Chips,3
99,1368,2025-08-29,Conditioner,1
99,1368,2025-08-29,Eggs,2
99,1368,2025-08-29,Salt,3
99,1368,2025-08-29,Soap,3
99,1368,2025-08-29,Soft Drinks,3
99,1368,2025-08-29,Wheat Flour,3
100,1153,2025-09-30,Biscuits,1
100,1153,2025-09-30,Bread,2
100,1153,2025-09-30,Butter,3
100,1153,2025-09-30,Chips,3
100,1153,2025-09-30,Coffee,2
100,1153,2025-09-30,Conditioner,3
100,1153,2025-09-30,Soap,2
100,1153,2025-09-30,Toothpaste,1
100,1153,2025-09-30,Yogurt,3
101,2028,2025-10-27,Rice,2
101,2028,2025-10-27,Sugar,4
101,2028,2025-10-27,Wheat Flour,3
102,2696,2025-09-10,Conditioner,4
102,2696,2025-09-10,Juice,2
102,2696,2025-09-10,Soft Drinks,1
102,2696,2025-09-10,Sugar,4
102,2696,2025-09-10,Tea,2
103,1496,2025-09-27,Biscuits,4
103,1496,2025-09-27,Tea,4
103,1496,2025-09-27,Wheat Flour,2
104,1163,2025-10-20,Bread,3
104,1163,2025-10-20,Chips,3
104,1163,2025-10-20,Salt,1
104,1163,2025-10-20,Soft Drinks,4
105,1523,2025-08-20,Bread,3
105,1523,2025-08-20,Butter,3
105,1523,2025-08-20,Eggs,1
105,1523,2025-08-20,Milk,3
105,1523,2025-08-20,Rice,4
105,1523,2025-08-20,Yogurt,2
106,2641,2025-11-05,Biscuits,2
106,2641,2025-11-05,Butter,2
106,2641,2025-11-05,Cheese,1
106,2641,2025-11-05,Coffee,3
106,2641,2025-11-05,Salt,3
106,2641,2025-11-05,Tea,1
106,2641,2025-11-05,Wheat Flour,2
107,392,2025-11-13,Cheese,2
107,392,2025-11-13,Eggs,2
107,392,2025-11-13,Tea,2
108,1699,2025-11-12,Soap,1
109,419,2025-10-30,Coffee,2
109,419,2025-10-30,Eggs,3
109,419,2025-10-30,Rice,3
109,419,2025-10-30,Salt,4
109,419,2025-10-30,Soap,4
109,419,2025-10-30,Wheat Flour,3
110,2337,2025-10-04,Bread,2
110,2337,2025-10-04,Butter,1
110,2337,2025-10-04,Cheese,3
110,2337,2025-10-04,Rice,1
110,2337,2025-10-04,Salt,2
110,2337,2025-10-04,Soap,4
110,2337,2025-10-04,Sugar,3
110,2337,2025-10-04,Tea,2
111,379,2025-09-17,Bread,3
111,379,2025-09-17,Eggs,2
112,1797,2025-09-03,Biscuits,1
112,1797,2025-09-03,Bread,3
112,1797,2025-09-03,Butter,2
112,1797,2025-09-03,Juice,4
112,1797,2025-09-03,Milk,3
112,1797,2025-09-03,Rice,1
112,1797,2025-09-03,Shampoo,4
112,1797,2025-09-03,Soap,2
112,1797,2025-09-03,Soft Drinks,1
113,2279,2025-10-16,Butter,4
113,2279,2025-10-16,Cheese,1
113,2279,2025-10-16,Chips,3
113,2279,2025-10-16,Conditioner,3
113,2279,2025-10-16,Rice,3
113,2279,2025-10-16,Shampoo,3
113,2279,2025-10-16,Soft Drinks,1
113,2279,2025-10-16,Tea,3
113,2279,2025-10-16,Toothpaste,4
113,2279,2025-10-16,Wheat Flour,3
114,2089,2025-10-04,Biscuits,1
114,2089,2025-10-04,Juice,2
114,2089,2025-10-04,Milk,4
114,2089,2025-10-04,Wheat Flour,1
114,2089,2025-10-04,Yogurt,2
115,2183,2025-09-17,Biscuits,1
115,2183,2025-09-17,Butter,1
115,2183,2025-09-17,Juice,1
115,2183,2025-09-17,Milk,1
115,2183,2025-09-17,Wheat Flour,2
116,201,2025-08-27,Butter,1
116,201,2025-08-27,Cheese,1
116,201,2025-08-27,Coffee,4
116,201,2025-08-27,Milk,3
116,201,2025-08-27,Soap,2
116,201,2025-08-27,Toothpaste,3
117,1864,2025-10-22,Coffee,1
117,1864,2025-10-22,Milk,1
117,1864,2025-10-22,Soap,3
118,780,2025-10-16,Butter,2
118,780,2025-10-16,Conditioner,1
118,780,2025-10-16,Juice,1
118,780,2025-10-16,Salt,2
118,780,2025-10-16,Soap,1
118,780,2025-10-16,Sugar,3
119,2978,2025-10-21,Chips,2
119,2978,2025-10-21,Soft Drinks,4
119,2978,2025-10-21,Toothpaste,2
120,503,2025-08-26,Butter,3
120,503,2025-08-26,Cheese,3
121,2455,2025-10-09,Biscuits,4
121,2455,2025-10-09,Conditioner,2
121,2455,2025-10-09,Eggs,1
121,2455,2025-10-09,Juice,4
121,2455,2025-10-09,Shampoo,1
121,2455,2025-10-09,Yogurt,1
122,1752,2025-09-05,Eggs,3
122,1752,2025-09-05,Rice,2
122,1752,2025-09-05,Soap,1
122,1752,2025-09-05,Soft Drinks,2
122,1752,2025-09-05,Wheat Flour,1
123,805,2025-11-08,Bread,3
123,805,2025-11-08,Butter,1
123,805,2025-11-08,Eggs,4
124,2147,2025-10-15,Biscuits,2
124,2147,2025-10-15,Butter,3
124,2147,2025-10-15,Milk,1
125,2732,2025-10-06,Conditioner,1
125,2732,2025-10-06,Shampoo,3
126,1896,2025-09-19,Biscuits,1
126,1896,2025-09-19,Butter,1
126,1896,2025-09-19,Coffee,3
126,1896,2025-09-19,Eggs,3
126,1896,2025-09-19,Soft Drinks,3
127,2774,2025-10-05,Cheese,4
127,2774,2025-10-05,Eggs,1
127,2774,2025-10-05,Milk,1
127,2774,2025-10-05,Rice,3
128,1571,2025-10-02,Biscuits,2
128,1571,2025-10-02,Chips,4
128,1571,2025-10-02,Coffee,2
128,1571,2025-10-02,Conditioner,2
128,1571,2025-10-02,Eggs,3
128,1571,2025-10-02,Shampoo,3
128,1571,2025-10-02,Sugar,3
128,1571,2025-10-02,Tea,2
129,961,2025-10-11,Biscuits,3
129,961,2025-10-11,Juice,1
129,961,2025-10-11,Tea,3
130,2661,2025-11-11,Bread,4
130,2661,2025-11-11,Soft Drinks,4
131,1486,2025-10-03,Coffee,4
131,1486,2025-10-03,Conditioner,2
131,1486,2025-10-03,Juice,1
131,1486,2025-10-03,Shampoo,2
132,2691,2025-09-18,Biscuits,1
132,2691,2025-09-18,Conditioner,2
132,2691,2025-09-18,Rice,4
132,2691,2025-09-18,Shampoo,4
132,2691,2025-09-18,Sugar,3
132,2691,2025-09-18,Tea,4
132,2691,2025-09-18,Wheat Flour,3
132,2691,2025-09-18,Yogurt,4
133,1029,2025-09-24,Biscuits,3
133,1029,2025-09-24,Bread,3
133,1029,2025-09-24,Butter,4
133,1029,2025-09-24,Conditioner,4
133,1029,2025-09-24,Juice,1
133,1029,2025-09-24,Salt,1
133,1029,2025-09-24,Soap,2
133,1029,2025-09-24,Tea,2
133,1029,2025-09-24,Toothpaste,4
134,503,2025-09-03,Biscuits,4
134,503,2025-09-03,Butter,2
134,503,2025-09-03,Conditioner,2
134,503,2025-09-03,Soap,2
134,503,2025-09-03,Sugar,4
135,2815,2025-10-03,Coffee,4
135,2815,2025-10-03,Conditioner,4
135,2815,2025-10-03,Juice,2
135,2815,2025-10-03,Milk,1
135,2815,2025-10-03,Rice,1
135,2815,2025-10-03,Soft Drinks,4
135,2815,2025-10-03,Yogurt,2
136,398,2025-10-03,Soap,2
136,398,2025-10-03,Wheat Flour,2
137,871,2025-11-04,Biscuits,1
137,871,2025-11-04,Chips,1
137,871,2025-11-04,Juice,1
137,871,2025-11-04,Rice,3
137,871,2025-11-04,Soft Drinks,4
137,871,2025-11-04,Wheat Flour,1
138,2843,2025-11-14,Biscuits,2
138,2843,2025-11-14,Bread,1
138,2843,2025-11-14,Cheese,4
138,2843,2025-11-14,Coffee,2
138,2843,2025-11-14,Juice,2
138,2843,2025-11-14,Shampoo,3
138,2843,2025-11-14,Soft Drinks,4
139,393,2025-11-15,Soap,2
139,393,2025-11-15,Sugar,4
140,207,2025-10-18,Butter,3
140,207,2025-10-18,Coffee,1
140,207,2025-10-18,Conditioner,2
140,207,2025-10-18,Juice,4
140,207,2025-10-18,Rice,4
140,207,2025-10-18,Shampoo,4
140,207,2025-10-18,Soap,3
140,207,2025-10-18,Yogurt,3
141,1039,2025-10-03,Chips,1
141,1039,2025-10-03,Eggs,1
141,1039,2025-10-03,Soft Drinks,2
142,1882,2025-10-08,Conditioner,2
142,1882,2025-10-08,Juice,2
142,1882,2025-10-08,Milk,1
142,1882,2025-10-08,Rice,4
142,1882,2025-10-08,Salt,4
142,1882,2025-10-08,Wheat Flour,3
143,2940,2025-10-19,Bread,3
